Name,Range_km,Efficiency,Weight,Acceleration(0-100),Firth_stop_range,Battery_kWh,Fast_charger(kW),Towing_kg,Cargo_volume,Price/Range(km),Price
Ford Mustang Mach-E SR RWD,375 km,187 Wh/km,2044,6.9,374,70,76,750,619,156,"€56,500"
Ford Mustang Mach-E GT,425 km,214 Wh/km,2348,4.4,397,91,84,750,619,191,"€77,200"
Mercedes-Benz EQS 450 4MATIC,610 km,178 Wh/km,2630,5.6,677,108.4,169,750,620,189,"€113,359"
Porsche Taycan Plus Sport Turismo,530 km,183 Wh/km,2270,4.8,685,97,267,0,530,204,"€108,124"
Skoda Enyaq Coupe 85x,455 km,169 Wh/km,2230,6.6,503,77,120,1200,570,122,"€53,400"
Opel Zafira Electric 75 kWh,265 km,260 Wh/km,2211,14.2,252,69,77,1000,603,210,"€53,550"
BMW i5 xDrive40 Touring,440 km,185 Wh/km,2405,5.5,492,81.2,123,2000,570,183,"€77,600"
Volkswagen ID.5 Pure,320 km,163 Wh/km,1966,8.9,359,52,87,1000,549,145,"€45,270"
Tesla Model S 70D,355 km,194 Wh/km,2183,5.4,369,69,95,0,895,251,"€88,200"
Audi Q4 e-tron 45 quattro,385 km,199 Wh/km,2210,6.9,409,76.6,103,1200,520,150,"€53,990"
Mercedes-Benz EQE 350,510 km,175 Wh/km,2385,6.4,554,89,120,750,430,158,"€70,210"
Ford Mustang Mach-E SR AWD,350 km,207 Wh/km,2276,6.2,372,72.6,100,750,619,168,"€57,900"
Porsche Taycan 4,490 km,168 Wh/km,2245,4.6,611,82.3,195,0,491,221,"€106,200"
Smart EQ forfour,95 km,176 Wh/km,1200,12.7,65,16.7,0,0,185,237,"€22,600"
Peugeot e-Traveller Long 75 kWh,265 km,260 Wh/km,2161,14.3,252,69,77,1000,989,243,"€60,430"
Seres 3,255 km,196 Wh/km,1765,8.9,253,50,85,0,318,149,N/A
Volvo EX90 Single Motor,485 km,206 Wh/km,2582,8.4,524,100,140,1200,703,180,"€83,700"
BMW i5 xDrive40 Sedan,455 km,178 Wh/km,2355,5.4,512,81.2,123,2000,490,172,"€75,600"
Ford Mustang Mach-E Rally,410 km,222 Wh/km,2343,3.9,417,91,115,750,619,189,"€80,300"
Ford Mustang Mach-E ER RWD,480 km,190 Wh/km,2160,7,448,91,84,1000,619,135,"€62,950"
NIO EL7 Standard Range,355 km,207 Wh/km,2421,3.9,376,73.5,110,2000,570,246,"€85,900"
Volkswagen ID.5 Pro,430 km,179 Wh/km,2118,10.4,454,77,124,1000,549,124,"€47,935"
Volkswagen ID.5 GTX,405 km,190 Wh/km,2243,6.3,439,77,103,1200,549,152,"€56,455"
Porsche Taycan Turbo S,430 km,195 Wh/km,2370,2.8,537,83.7,200,0,450,445,"€197,740"
Audi Q4 Sportback e-tron 35,300 km,173 Wh/km,1990,9,341,52,90,1000,535,159,"€47,600"
Mercedes-Benz EQV 300 Extra-Long,315 km,286 Wh/km,2735,12.2,291,90,96,0,1410,276,"€62,897"
Porsche Taycan 4 Plus,565 km,172 Wh/km,2325,4.6,738,97,267,0,491,202,"€111,924"
Volkswagen e-Transporter Kombi L1 160 kW 64 kWh,255 km,250 Wh/km,2302,8.6,254,63.8,75,2000,800,253,"€64,867"
Kia e-Soul 39 kWh,230 km,170 Wh/km,1610,9.9,209,39.2,37,0,315,156,"€38,090"
Citroen e-SpaceTourer M 75 kWh,265 km,260 Wh/km,2131,13.3,252,69,77,1000,507,237,"€59,640"
Mercedes-Benz EQE 500 4MATIC,505 km,179 Wh/km,2475,4.7,548,90.6,136,750,430,199,"€87,286"
Ford Mustang Mach-E GT,425 km,214 Wh/km,2348,4.4,397,91,84,750,619,197,"€86,200"
ORA Funky Cat 63 kWh,340 km,174 Wh/km,1615,8.2,313,59.3,54,0,228,123,"€44,490"
Volvo EX40 Twin Motor Performance,385 km,205 Wh/km,2170,4.6,414,79,110,1800,441,165,"€62,890"
Opel Combo Electric XL 50 kWh,230 km,217 Wh/km,1881,11.3,242,50,80,750,1050,175,"€39,600"
Tesla Model X Performance,440 km,216 Wh/km,2572,3.6,438,95,100,2250,0,243,"€107,600"
Peugeot e-Expert Combi Long 75 kWh,265 km,260 Wh/km,2161,14.3,252,69,77,1000,989,223,"€58,730"
Mercedes-Benz EQE AMG 53 4MATIC+,450 km,201 Wh/km,2540,3.5,490,90.6,136,750,430,275,"€110,706"
GWM ORA 03 63 kWh,340 km,174 Wh/km,1615,8.2,313,59.3,54,0,228,107,"€32,490"
Hongqi E-HS7 111 kWh AWD Pro,435 km,219 Wh/km,2608,3.9,510,95.3,210,1500,705,172,N/A
Skoda Enyaq iV RS,420 km,183 Wh/km,2258,6.2,448,77,103,1200,585,147,"€63,300"
Ford Mustang Mach-E SR AWD,345 km,203 Wh/km,2138,6.3,346,70,76,750,619,191,"€62,250"
Citroen e-Jumpy Combi M 50 kWh,185 km,250 Wh/km,1969,12.1,196,46.3,74,1000,507,270,"€51,940"
Ford Mustang Mach-E SR AWD,350 km,207 Wh/km,2276,6.2,372,72.6,100,750,619,165,"€57,900"
Ford Mustang Mach-E Rally,415 km,219 Wh/km,2354,3.9,420,91,115,750,619,184,"€81,000"
Tesla Model X Ludicrous Performance,420 km,226 Wh/km,2572,3,413,95,100,2250,0,274,"€112,700"
Mercedes-Benz EQV 300 Extra-Long,310 km,290 Wh/km,2660,12.1,285,90,95,0,1410,254,"€72,519"
Mercedes-Benz EQE AMG 53 4MATIC+,455 km,199 Wh/km,2525,3.5,490,90.6,136,750,430,271,"€109,777"
Mercedes-Benz EQA 250+,420 km,168 Wh/km,2055,9.1,414,70.5,90,0,340,136,"€55,960"
Toyota Proace Verso L 50 kWh,180 km,257 Wh/km,1989,12.1,189,46.3,74,1000,989,304,"€59,385"
Kia e-Soul 39.2 kWh,230 km,170 Wh/km,1610,9.9,209,39.2,37,0,315,167,"€40,290"
Audi Q4 Sportback e-tron 55 quattro,415 km,186 Wh/km,2235,5.4,457,77,120,1200,535,157,"€61,000"
Lotus Emeya S,520 km,190 Wh/km,2555,4.2,693,98.9,328,2250,543,245,"€126,950"
KGM Musso EV 2WD,365 km,221 Wh/km,2265,9.2,357,80.6,100,1800,907,118,"€41,990"
Tesla Model X 60D,285 km,218 Wh/km,2427,6.2,306,62,95,0,0,315,"€89,100"
BMW i3s 94 Ah,160 km,170 Wh/km,1340,6.9,163,27.2,46,0,260,265,"€45,750"
Peugeot e-Rifter XL 50 kWh,230 km,217 Wh/km,1901,11.7,239,50,80,750,1050,175,"€39,440"
Mercedes-Benz EQE AMG 53 4MATIC+,450 km,201 Wh/km,2540,3.5,491,90.6,141,1700,430,268,"€110,706"
Volkswagen e-Transporter Kombi L2 160 kW 64 kWh,250 km,255 Wh/km,2348,8.6,250,63.8,75,2000,1000,262,"€65,872"
MG MG5 EV Long Range,340 km,169 Wh/km,1625,7.7,309,57.4,53,0,464,98,N/A
Mercedes-Benz eVito Tourer Extra-Long 60 kWh,205 km,293 Wh/km,2405,12,211,60,96,0,1390,346,"€61,571"
Mercedes-Benz EQS AMG 53 4MATIC+,535 km,203 Wh/km,2700,3.4,590,108.4,169,750,620,321,"€155,009"
Polestar 3 Rear Motor,440 km,200 Wh/km,2390,6.5,520,88,170,1500,508,183,N/A
Tesla Model S P90DL,405 km,211 Wh/km,2262,3,401,85.5,90,0,895,327,"€131,400"
Tesla Model X Ludicrous Performance,440 km,216 Wh/km,2572,2.9,438,95,100,2250,0,264,N/A
Ford Mustang Mach-E SR AWD,335 km,203 Wh/km,2138,6.3,336,68,76,750,619,171,"€54,750"
Toyota Proace City Verso L1 50 kWh,210 km,220 Wh/km,1739,11.2,222,46.3,74,750,597,194,"€37,800"
Lucid Air Pure AWD,560 km,164 Wh/km,2337,4,645,92,160,0,910,200,"€109,000"
Porsche Taycan Turbo Cross Turismo,395 km,212 Wh/km,2395,3.3,486,83.7,200,0,489,389,"€157,776"
Lotus Emeya R,465 km,213 Wh/km,2650,2.8,611,98.9,328,1225,543,328,"€150,990"
Citroen e-SpaceTourer XL 75 kWh,265 km,260 Wh/km,2240,14.2,252,69,77,1000,989,217,"€53,230"
Genesis GV60 Sport,410 km,195 Wh/km,2200,5.5,513,80,205,1600,432,161,"€64,580"
Ford e-Tourneo Custom L2 210 kW AWD,250 km,284 Wh/km,2900,7,257,71,105,2300,819,315,"€78,659"
Ford Mustang Mach-E GT,410 km,215 Wh/km,2348,4.4,388,88,84,750,619,184,"€72,900"
NIO EL8 Standard Range,360 km,204 Wh/km,2613,4.1,388,73.5,110,2000,265,258,"€94,900"
Abarth 600e Turismo,280 km,181 Wh/km,1700,6.2,297,50.8,79,0,360,155,"€44,990"
Ford e-Tourneo Custom L1 160 kW,235 km,272 Wh/km,2557,9,245,64,105,2000,672,291,"€66,819"
Peugeot e-Traveller Standard 75 kWh,265 km,260 Wh/km,2131,14.3,252,69,77,1000,603,238,"€59,640"
Skoda Enyaq Coupe iV 80x,435 km,177 Wh/km,2214,7,464,77,103,1200,575,135,"€56,650"
Audi Q8 Sportback e-tron 50 quattro,445 km,200 Wh/km,2585,6,472,89,147,1800,590,177,"€78,150"
BMW i5 M60 xDrive Touring,415 km,196 Wh/km,2425,3.9,469,81.2,123,2000,570,263,"€101,500"
GWM ORA 07 Pure,350 km,184 Wh/km,2065,8.2,339,64.3,75,0,333,120,"€41,990"
Nissan Ariya e-4ORCE 87kWh - 290 kW,405 km,215 Wh/km,2293,5.1,391,87,80,1500,415,168,"€71,490"
Toyota Proace City Verso L2 50 kWh,205 km,226 Wh/km,1813,11.2,219,46.3,74,750,850,205,"€40,150"
BYD DOLPHIN 44.9 kWh Boost,260 km,173 Wh/km,1700,8,249,44.9,50,0,345,124,N/A
Porsche Taycan Turbo S Cross Turismo,485 km,200 Wh/km,2400,2.5,620,97,267,0,489,427,"€211,300"
Sono Sion,260 km,181 Wh/km,1730,9,261,47,60,750,650,116,"€29,900"
Volkswagen ID.5 Pro,430 km,179 Wh/km,2117,10.4,459,77,124,1000,549,119,"€46,515"
Skoda Enyaq Coupe iV 60,345 km,168 Wh/km,2008,8.8,369,58,75,1000,575,139,N/A
Porsche Taycan 4S Cross Turismo,440 km,190 Wh/km,2320,4.1,545,83.7,200,0,530,269,"€119,914"
Mercedes-Benz EQE SUV 300,450 km,201 Wh/km,2440,7.6,485,90.6,141,750,520,186,"€83,479"
Mercedes-Benz eVito Tourer Long 60 kWh,220 km,273 Wh/km,2448,12,205,60,60,0,990,311,"€68,398"
Porsche Taycan GTS Sport Turismo,505 km,192 Wh/km,2385,3.3,655,97,267,0,489,291,"€148,600"
Ford e-Tourneo Custom L1 160 kW RWD,270 km,263 Wh/km,2432,9,272,71,105,2000,672,240,"€61,702"
Mini Cooper SE Convertible,165 km,175 Wh/km,1540,8.2,167,28.9,44,0,160,370,"€60,000"
Nissan Townstar EV Passenger L2,220 km,205 Wh/km,1992,13.3,218,45,50,1500,819,195,N/A
Volkswagen e-Caravelle L1 100 kW 64 kWh,245 km,260 Wh/km,2523,12.8,247,63.8,75,2000,800,271,"€66,021"
Audi Q4 Sportback e-tron 35,295 km,176 Wh/km,1970,9,314,52,70,1000,535,174,"€46,700"
Mercedes-Benz EQE 350 4MATIC,505 km,179 Wh/km,2465,6.3,548,90.6,136,750,430,158,"€73,363"
Fiat E-Ulysse L3 75 kWh,265 km,260 Wh/km,2167,13.3,252,69,77,1000,800,238,"€62,990"
Citroen e-SpaceTourer M 50 kWh,180 km,257 Wh/km,2027,13.3,189,46.3,74,1000,603,274,"€46,230"
Peugeot e-Traveller L2 75 kWh,265 km,260 Wh/km,2211,14.2,252,69,77,1000,603,221,"€52,230"
Opel Zafira-e Life L 75 kWh,265 km,260 Wh/km,2161,13.3,252,69,77,1000,0,261,"€70,075"
Citroen e-Berlingo XL 50 kWh,205 km,226 Wh/km,1813,11.7,219,46.3,74,750,806,204,"€43,640"
Opel Vivaro-e Combi M 75 kWh,265 km,260 Wh/km,2131,13.3,252,69,77,1000,507,215,"€56,942"
Volkswagen ID.4 Pro 4MOTION,405 km,190 Wh/km,2221,6.9,432,77,103,1200,543,121,"€49,020"
Elaris BEO 86 kWh,390 km,208 Wh/km,1955,9.5,357,81,65,0,467,136,"€53,090"
Audi e-tron S Sportback,335 km,258 Wh/km,2695,4.5,354,86.5,147,1800,677,303,"€96,050"
Mercedes-Benz EQE SUV AMG 53 4MATIC+,420 km,216 Wh/km,2690,3.5,453,90.6,141,1800,520,335,"€139,438"
Lucid Air Dream Edition P,670 km,176 Wh/km,2435,2.7,766,118,185,0,910,328,"€218,000"
Porsche Taycan GTS Sport Turismo,425 km,197 Wh/km,2385,3.7,531,83.7,200,0,530,327,"€140,858"
Mercedes-Benz EQE 500 4MATIC,505 km,179 Wh/km,2485,4.7,554,90.6,136,750,430,200,"€88,215"
Porsche Taycan 4S Plus Sport Turismo,510 km,190 Wh/km,2350,3.7,655,97,267,0,530,244,"€127,322"
Mercedes-Benz EQE SUV 300,450 km,201 Wh/km,2445,7.1,485,90.6,141,750,520,184,"€83,479"
Ford e-Tourneo Custom L2 160 kW AWD,260 km,273 Wh/km,2600,9,266,71,105,2000,819,279,"€72,650"
Ford e-Tourneo Custom L2 210 kW RWD,255 km,278 Wh/km,2807,8,259,71,105,2000,819,344,N/A
Mercedes-Benz EQS 500 4MATIC,590 km,183 Wh/km,2615,4.8,654,107.8,169,750,610,231,"€125,378"
Abarth 500e Scorpionissima,225 km,166 Wh/km,1410,7,246,37.3,65,0,185,195,"€43,000"
Porsche Taycan 4 Cross Turismo,440 km,190 Wh/km,2320,5.1,545,83.7,200,0,530,238,"€103,254"
Lucid Air Touring,560 km,164 Wh/km,2337,3.6,645,92,160,0,910,179,"€99,000"
Porsche Taycan Turbo Sport Turismo,505 km,192 Wh/km,2390,2.7,655,97,267,0,489,341,"€176,600"
Skywell BE11 Standard Range,325 km,209 Wh/km,1955,9.6,296,68,50,0,467,131,N/A
Mercedes-Benz EQE SUV AMG 53 4MATIC+,420 km,216 Wh/km,2690,3.7,453,90.6,141,1800,520,335,"€139,438"
Mercedes-Benz EQV 250 Long,205 km,293 Wh/km,2576,12,193,60,60,0,1030,332,"€68,056"
Porsche Taycan 4S Sport Turismo,370 km,192 Wh/km,2245,4,462,71,171,0,530,308,"€114,559"
Audi Q4 Sportback e-tron 45 quattro,400 km,192 Wh/km,2215,6.9,433,76.6,103,1200,535,149,"€55,900"
Mercedes-Benz EQS SUV 500 4MATIC,490 km,221 Wh/km,2805,5.2,521,108.4,169,1800,645,278,"€124,545"
GWM ORA 07 Pro,350 km,184 Wh/km,2065,8.2,339,64.3,75,0,333,127,"€44,490"
Volkswagen e-Transporter Kombi L1 210 kW 64 kWh,255 km,250 Wh/km,2302,7.4,254,63.8,75,2000,800,262,"€66,908"
Audi e-tron S,320 km,270 Wh/km,2695,4.5,339,86.5,147,1800,722,311,"€93,800"
Porsche Taycan Turbo S Cross Turismo,380 km,220 Wh/km,2395,2.9,468,83.7,200,0,489,486,"€191,096"
Peugeot e-Rifter Standard 50 kWh,205 km,226 Wh/km,1765,11.7,215,46.3,74,750,571,193,"€41,240"
Toyota Proace Shuttle M 75 kWh,265 km,260 Wh/km,2131,13.1,252,69,77,1000,550,227,N/A
Mercedes-Benz eVito Tourer Long 60 kWh,210 km,286 Wh/km,2380,12,211,60,96,0,990,333,"€60,678"
Fiat E-Ulysse L2 75 kWh,265 km,260 Wh/km,2140,13.3,252,69,77,1000,450,234,"€61,990"
Porsche Taycan,420 km,169 Wh/km,2125,5.4,525,71,171,0,491,225,"€93,139"
Opel Zafira Electric 50 kWh,180 km,257 Wh/km,2027,13.3,189,46.3,74,1000,603,268,"€47,550"
Volkswagen e-Caravelle L1 210 kW 64 kWh,245 km,260 Wh/km,2523,7.4,247,63.8,75,2000,800,300,"€70,210"
Peugeot e-Expert Combi Long 50 kWh,185 km,250 Wh/km,1989,13.1,196,46.3,74,1000,989,278,"€52,730"
Genesis GV60 Sport,375 km,197 Wh/km,2170,5.5,467,74,196,1600,432,174,"€63,200"
Fisker Ocean Sport,350 km,203 Wh/km,2300,7.4,391,71,100,1090,476,124,"€43,900"
Volvo EC40 Twin Motor Performance,400 km,198 Wh/km,2185,4.6,438,79,110,1800,435,162,"€64,390"
Citroen e-SpaceTourer XL 75 kWh,265 km,260 Wh/km,2161,13.3,252,69,77,1000,912,242,"€60,430"
Peugeot e-Rifter Long 50 kWh,200 km,232 Wh/km,1841,11.7,212,46.3,74,750,806,207,"€42,440"
Opel Vivaro-e Combi M 50 kWh,185 km,250 Wh/km,1969,12.1,196,46.3,74,1000,507,255,"€50,992"
ORA Funky Cat GT,330 km,180 Wh/km,1615,8.2,300,59.3,54,0,228,150,"€49,490"
Polestar 2 Long Range Performance,450 km,176 Wh/km,2180,4.2,501,79,110,1500,448,142,"€63,490"
Renault Zoe R90 Entry,140 km,166 Wh/km,1502,14.5,102,23.3,0,0,338,198,"€30,100"
Toyota Proace Verso M 75 kWh,265 km,260 Wh/km,2131,13.1,252,69,77,1000,603,244,"€64,530"
Opel Combo-e Life XL 50 kWh,200 km,232 Wh/km,1813,11.7,212,46.3,74,750,806,212,"€44,750"
Audi SQ8 Sportback e-tron,480 km,221 Wh/km,2725,4.5,493,106,145,1800,590,221,"€100,350"
Skoda Enyaq Coupe 60,345 km,168 Wh/km,2000,8.8,375,58,82,1000,570,137,"€46,850"
Toyota Proace Shuttle L 75 kWh,265 km,260 Wh/km,2161,13.1,252,69,77,1000,980,263,N/A
Porsche Taycan Turbo,445 km,188 Wh/km,2380,3.2,556,83.7,200,0,450,360,"€164,420"
Tesla Model S P90DL,405 km,211 Wh/km,2271,3,401,85.5,90,0,895,330,"€129,600"
Kia e-Niro 39 kWh,235 km,167 Wh/km,1667,9.8,215,39.2,37,0,451,146,"€34,400"
Opel Zafira-e Life M 50 kWh,185 km,250 Wh/km,1969,12.1,196,46.3,74,1000,0,306,"€63,250"
Peugeot e-Expert Combi Compact 50 kWh,185 km,250 Wh/km,1932,12.1,189,46.3,74,1000,0,243,"€49,080"
Porsche Taycan Plus Sport Turismo,445 km,188 Wh/km,2235,5.4,548,83.7,200,0,530,227,"€99,815"
Ford e-Tourneo Custom L1 210 kW AWD,255 km,278 Wh/km,2800,7,259,71,105,2300,672,305,"€77,707"
Peugeot e-Traveller Standard 50 kWh,185 km,250 Wh/km,1969,13.1,196,46.3,74,1000,603,289,"€53,640"
Porsche Taycan 4S Sport Turismo,440 km,187 Wh/km,2270,3.7,546,82.3,195,0,530,273,"€121,800"
Volkswagen e-Transporter Kombi L1 100 kW 64 kWh,255 km,250 Wh/km,2302,12.8,254,63.8,75,2000,800,243,"€62,719"
Audi e-tron Sportback 50 quattro,295 km,219 Wh/km,2445,6.8,315,64.7,114,1800,677,245,"€71,350"
Porsche Taycan Plus,485 km,173 Wh/km,2205,5.4,608,83.7,200,0,491,206,"€98,863"
Porsche Taycan Turbo S Cross Turismo,410 km,204 Wh/km,2395,2.9,509,83.7,200,0,489,470,"€199,168"
Mercedes-Benz EQE AMG 43 4MATIC,450 km,201 Wh/km,2535,4.2,491,90.6,141,1700,430,240,"€104,756"
Opel Zafira Electric XL 75 kWh,265 km,260 Wh/km,2240,14.2,252,69,77,1000,989,215,"€54,550"
Lucid Air Touring,605 km,159 Wh/km,2337,3.6,689,96,160,0,910,192,"€99,900"
Peugeot e-Traveller L2 50 kWh,180 km,257 Wh/km,2027,13.3,189,46.3,74,1000,603,294,"€46,230"
Volkswagen e-Caravelle L2 160 kW 64 kWh,245 km,260 Wh/km,2560,8.6,247,63.8,75,2000,1000,288,"€69,175"
Kia e-Niro 39 kWh,235 km,167 Wh/km,1667,9.8,215,39.2,37,0,451,150,"€35,290"
Toyota Proace Shuttle M 50 kWh,185 km,250 Wh/km,1969,12.1,196,46.3,74,1000,550,318,N/A
Volkswagen e-Transporter Kombi L2 210 kW 64 kWh,250 km,255 Wh/km,2348,7.4,250,63.8,75,2000,1000,272,"€67,913"
Citroen e-SpaceTourer M 50 kWh,185 km,250 Wh/km,1969,12.1,196,46.3,74,1000,507,276,"€53,640"
Porsche Taycan 4S Plus,480 km,174 Wh/km,2295,4,601,83.7,200,0,491,247,"€120,081"
Mercedes-Benz EQV 250 Long,215 km,279 Wh/km,2594,12,199,60,60,0,1030,272,"€58,488"
Peugeot e-Traveller L3 50 kWh,180 km,257 Wh/km,2056,13.3,189,46.3,74,1000,989,300,"€47,230"
Porsche Taycan 4S Plus Sport Turismo,430 km,195 Wh/km,2325,4,535,83.7,200,0,530,277,"€120,081"
Tesla Model X Performance,420 km,226 Wh/km,2572,3.7,413,95,100,2250,0,242,"€99,700"
Peugeot e-Expert Combi Standard 50 kWh,185 km,250 Wh/km,1969,13.1,196,46.3,74,1000,603,271,"€51,940"
Peugeot e-Expert Combi Standard 75 kWh,265 km,260 Wh/km,2131,14.3,252,69,77,1000,603,218,"€57,940"
Toyota Proace Shuttle L 50 kWh,180 km,257 Wh/km,1989,12.1,189,46.3,74,1000,980,381,N/A
